"cbsa10","state","county","tract","zcta5","ur","ua","puma12","metdiv10","stab","cntyname","cbsaname10","mdivname10","zipname","PUMAname","uaname","pop10","afact"
"cbsa10","FIPS state","county","2010 Tract","ZIP Census Tabulation Area","Urban/Rural","ua","puma12","metdiv10","State Postal Code","cntyname","2010 CBSA Name","2010 Metro Div Name","zipname","PUMA12 Name","UA/Urban Cluster Name","Total Pop, 2010 census","cbsa10 to metdiv10 alloc factor"
"33340","55","55079","0001.01","53223","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",3425,0.002 
"33340","55","55079","0001.01","53224","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1397,0.001 
"33340","55","55079","0001.02","53223","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",2542,0.002 
"33340","55","55079","0001.02","53224","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",965,0.001 
"33340","55","55079","0002.01","53224","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",5450,0.004 
"33340","55","55079","0002.02","53224","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",6101,0.004 
"33340","55","55079","0003.01","53224","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",483,0 
"33340","55","55079","0003.01","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1000,0.001 
"33340","55","55079","0003.02","53224","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",3028,0.002 
"33340","55","55079","0003.03","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1873,0.001 
"33340","55","55079","0003.04","53223","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",916,0.001 
"33340","55","55079","0003.04","53224","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",2466,0.002 
"33340","55","55079","0004.00","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",2439,0.002 
"33340","55","55079","0005.01","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",3450,0.002 
"33340","55","55079","0005.02","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",4878,0.003 
"33340","55","55079","0006.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",191,0 
"33340","55","55079","0006.00","53223","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",4509,0.003 
"33340","55","55079","0006.00","53224","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1394,0.001 
"33340","55","55079","0006.00","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",196,0 
"33340","55","55079","0007.00","53223","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",3580,0.002 
"33340","55","55079","0008.00","53209","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",519,0 
"33340","55","55079","0008.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",49,0 
"33340","55","55079","0008.00","53223","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",4561,0.003 
"33340","55","55079","0009.00","53209","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",3694,0.002 
"33340","55","55079","0010.00","53209","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",3654,0.002 
"33340","55","55079","0011.00","53209","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",2760,0.002 
"33340","55","55079","0011.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",40,0 
"33340","55","55079","0012.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",2985,0.002 
"33340","55","55079","0013.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",3733,0.002 
"33340","55","55079","0014.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1081,0.001 
"33340","55","55079","0014.00","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1514,0.001 
"33340","55","55079","0015.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1852,0.001 
"33340","55","55079","0015.00","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1321,0.001 
"33340","55","55079","0016.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",2111,0.001 
"33340","55","55079","0016.00","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",879,0.001 
"33340","55","55079","0017.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",1825,0.001 
"33340","55","55079","0017.00","53225","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",2633,0.002 
"33340","55","55079","0018.00","53218","U","57466","41001","99999","WI","Milwaukee WI","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area","99999","Milwaukee, WI","Milwaukee City (North)","Milwaukee, WI Urbanized Area",3153,0.002 
