"cbsa10","state","county","tract","zcta5","ur","ua","puma12","metdiv10","stab","cntyname","cbsaname10","mdivname10","zipname","PUMAname","uaname","pop10","afact"
"cbsa10","FIPS state","county","2010 Tract","ZIP Census Tabulation Area","Urban/Rural","ua","puma12","metdiv10","State Postal Code","cntyname","2010 CBSA Name","2010 Metro Div Name","zipname","PUMA12 Name","UA/Urban Cluster Name","Total Pop, 2010 census","cbsa10 to metdiv10 alloc factor"
"41860","06","06001","4001.00","94611","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",118,0 
"41860","06","06001","4001.00","94618","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",626,0 
"41860","06","06001","4001.00","94704","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Berkeley, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",135,0 
"41860","06","06001","4001.00","94705","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Berkeley, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",2058,0 
"41860","06","06001","4002.00","94618","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",1935,0 
"41860","06","06001","4002.00","94705","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Berkeley, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",39,0 
"41860","06","06001","4003.00","94609","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",564,0 
"41860","06","06001","4003.00","94618","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",4301,0.001 
"41860","06","06001","4004.00","94609","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",2083,0 
"41860","06","06001","4004.00","94618","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1620,0 
"41860","06","06001","4005.00","94609","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",3517,0.001 
"41860","06","06001","4006.00","94609","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1571,0 
"41860","06","06001","4007.00","94608","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",3067,0.001 
"41860","06","06001","4007.00","94609","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1139,0 
"41860","06","06001","4008.00","94608","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",3594,0.001 
"41860","06","06001","4009.00","94608","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",2302,0.001 
"41860","06","06001","4010.00","94608","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",3701,0.001 
"41860","06","06001","4010.00","94609","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1977,0 
"41860","06","06001","4011.00","94609","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",4156,0.001 
"41860","06","06001","4012.00","94609","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",2315,0.001 
"41860","06","06001","4012.00","94611","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",12,0 
"41860","06","06001","4012.00","94618","U","78904","00103","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities","San Francisco--Oakland, CA Urbanized Area",89,0 
"41860","06","06001","4013.00","94609","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1744,0 
"41860","06","06001","4013.00","94611","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1,0 
"41860","06","06001","4013.00","94612","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1783,0 
"41860","06","06001","4014.00","94607","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",2,0 
"41860","06","06001","4014.00","94608","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1524,0 
"41860","06","06001","4014.00","94609","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1468,0 
"41860","06","06001","4014.00","94612","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",1320,0 
"41860","06","06001","4015.00","94608","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",2630,0.001 
"41860","06","06001","4016.00","94607","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",2137,0 
"41860","06","06001","4016.00","94612","U","78904","00102","36084","CA","Alameda CA","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Oakland-Hayward-Berkeley, CA","Oakland, CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities","San Francisco--Oakland, CA Urbanized Area",26,0 
