"cbsa10","state","county","tract","zcta5","ur","ua","puma12","metdiv10","stab","cntyname","cbsaname10","mdivname10","zipname","PUMAname","uaname","pop10","afact"
"cbsa10","FIPS state","county","2010 Tract","ZIP Census Tabulation Area","Urban/Rural","ua","puma12","metdiv10","State Postal Code","cntyname","2010 CBSA Name","2010 Metro Div Name","zipname","PUMA12 Name","UA/Urban Cluster Name","Total Pop, 2010 census","cbsa10 to metdiv10 alloc factor"
"16980","17","17031","0101.00","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",4854,0.001 
"16980","17","17031","0102.01","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",2007,0 
"16980","17","17031","0102.01","60645","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",4443,0 
"16980","17","17031","0102.02","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",2818,0 
"16980","17","17031","0103.00","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",6236,0.001 
"16980","17","17031","0104.00","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",5042,0.001 
"16980","17","17031","0105.01","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",4091,0 
"16980","17","17031","0105.02","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",3101,0 
"16980","17","17031","0105.03","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",2227,0 
"16980","17","17031","0105.03","60660","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",63,0 
"16980","17","17031","0106.00","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",6097,0.001 
"16980","17","17031","0107.01","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",2487,0 
"16980","17","17031","0107.01","60645","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",1377,0 
"16980","17","17031","0107.02","60626","U","16264","03501","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--Edgewater, Uptown & Rogers Park","Chicago, IL--IN Urbanized Area",5143,0.001 
"16980","17","17031","0201.00","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",3965,0 
"16980","17","17031","0202.00","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",6676,0.001 
"16980","17","17031","0203.01","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",4750,0.001 
"16980","17","17031","0203.02","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",4650,0 
"16980","17","17031","0204.00","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",4168,0 
"16980","17","17031","0205.00","60626","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",1159,0 
"16980","17","17031","0205.00","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",4775,0.001 
"16980","17","17031","0205.00","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",280,0 
"16980","17","17031","0206.01","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",6176,0.001 
"16980","17","17031","0206.01","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",177,0 
"16980","17","17031","0206.02","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",4185,0 
"16980","17","17031","0206.02","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",155,0 
"16980","17","17031","0207.01","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",1704,0 
"16980","17","17031","0207.02","60645","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",109,0 
"16980","17","17031","0207.02","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",7085,0.001 
"16980","17","17031","0208.01","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",5458,0.001 
"16980","17","17031","0208.02","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",6963,0.001 
"16980","17","17031","0209.01","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",5221,0.001 
"16980","17","17031","0209.02","60659","U","16264","03503","16974","IL","Cook IL","Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area","Chicago-Naperville-Arlington Heights, IL","Chicago, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center","Chicago, IL--IN Urbanized Area",1568,0 
