"cbsa10","state","county","tract","zcta5","ur","ua","puma12","metdiv10","stab","cntyname","cbsaname10","mdivname10","zipname","PUMAname","uaname","pop10","afact"
"cbsa10","FIPS state","county","2010 Tract","ZIP Census Tabulation Area","Urban/Rural","ua","puma12","metdiv10","State Postal Code","cntyname","2010 CBSA Name","2010 Metro Div Name","zipname","PUMA12 Name","UA/Urban Cluster Name","Total Pop, 2010 census","cbsa10 to metdiv10 alloc factor"
"15380","36","36029","0001.10","14220","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Buffalo, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",2761,0.002 
"15380","36","36029","0002.00","14220","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Buffalo, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",4076,0.004 
"15380","36","36029","0005.00","14204","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Buffalo, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",1157,0.001 
"15380","36","36029","0005.00","14210","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Buffalo, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",804,0.001 
"15380","36","36029","0006.00","14220","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Buffalo, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",4752,0.004 
"15380","36","36029","0007.00","14218","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Lackawanna, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",38,0 
"15380","36","36029","0007.00","14220","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Buffalo, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",3728,0.003 
"15380","36","36029","0008.00","14220","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Buffalo, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",4704,0.004 
"15380","36","36029","0009.00","14220","U","11350","01205","99999","NY","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","99999","Buffalo, NY","Erie County (West Central)--Buffalo City (East)","Buffalo, NY Urbanized Area",2373,0.002 
